Item,hg/ha_yield,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp
Wheat,7388,788.0,0.3,15.34
Maize,6773,788.0,0.3,14.37
Potatoes,164151,788.0,0.3,14.37
Sorghum,10378,788.0,0.3,14.37
Wheat,6547,788.0,0.3,14.37
Maize,8913,788.0,0.3,14.62
Potatoes,162963,788.0,0.3,14.62
Sorghum,8640,788.0,0.3,14.62
Wheat,20515,788.0,0.3,14.62
Maize,8088,788.0,0.3,14.69
Potatoes,162858,788.0,0.3,14.69
Sorghum,4225,788.0,0.3,14.69
Wheat,7172,788.0,0.3,14.69
Maize,6347,788.0,0.3,14.91
Potatoes,163654,788.0,0.3,14.91
Sorghum,3933,788.0,0.3,14.91
Wheat,6401,788.0,0.3,14.91
Maize,7011,788.0,0.53,14.89
Potatoes,164086,788.0,0.53,14.89
Sorghum,6240,788.0,0.53,14.89
Wheat,7234,788.0,0.53,14.89
Maize,5974,788.0,5.25,14.18
Potatoes,164720,788.0,5.25,14.18
Sorghum,3290,788.0,5.25,14.18
Wheat,2685,788.0,5.25,14.18
Maize,4877,788.0,35.27,14.81
Potatoes,166071,788.0,35.27,14.81
Sorghum,2436,788.0,35.27,14.81
Wheat,4316,788.0,35.27,14.81
Maize,4349,788.0,37.44,14.74
Potatoes,166379,788.0,37.44,14.74
Sorghum,2866,788.0,37.44,14.74
Wheat,2415,788.0,37.44,14.74
Maize,4159,788.0,77.7,14.62
Potatoes,159649,788.0,77.7,14.62
Sorghum,5773,788.0,77.7,14.62
Wheat,3473,788.0,77.7,14.62
Maize,9071,788.0,80.07,15.23
Potatoes,165000,788.0,80.07,15.23
Sorghum,7189,788.0,80.07,15.23
Wheat,14693,788.0,80.07,15.23
Maize,6344,788.0,175.27,14.32
Potatoes,164706,788.0,175.27,14.32
Sorghum,5092,788.0,175.27,14.32
Wheat,9965,788.0,175.27,14.32
Maize,6712,788.0,271.84,14.62
Potatoes,164286,788.0,271.84,14.62
Sorghum,1343,788.0,271.84,14.62
Wheat,8641,788.0,271.84,14.62
Maize,8227,788.0,62.32,14.03
Potatoes,173611,788.0,62.32,14.03
Sorghum,3051,788.0,62.32,14.03
Wheat,12345,788.0,62.32,14.03
Maize,10000,56.0,87.0,19.6
Maize,10000,56.0,87.0,20.53
Potatoes,80556,56.0,87.0,19.6
Potatoes,80556,56.0,87.0,20.53
Wheat,12317,56.0,87.0,19.6
Wheat,12317,56.0,87.0,20.53
Maize,12417,56.0,87.0,18.96
Maize,12417,56.0,87.0,19.47
Potatoes,81319,56.0,87.0,18.96
Potatoes,81319,56.0,87.0,19.47
Wheat,12381,56.0,87.0,18.96
Wheat,12381,56.0,87.0,19.47
Maize,12627,56.0,87.0,19.03
Maize,12627,56.0,87.0,19.67
Potatoes,78947,56.0,87.0,19.03
Potatoes,78947,56.0,87.0,19.67
Wheat,10015,56.0,87.0,19.03
Wheat,10015,56.0,87.0,19.67
Maize,12878,56.0,87.0,19.51
Maize,12878,56.0,87.0,20.12
Potatoes,85822,56.0,87.0,19.51
Potatoes,85822,56.0,87.0,20.12
Wheat,8400,56.0,87.0,19.51
Wheat,8400,56.0,87.0,20.12
Maize,12387,56.0,87.0,19.86
Maize,12387,56.0,87.0,20.55
Potatoes,116667,56.0,87.0,19.86
Potatoes,116667,56.0,87.0,20.55
Wheat,7742,56.0,87.0,19.86
Wheat,7742,56.0,87.0,20.55
Maize,13239,56.0,87.0,19.47
Maize,13239,56.0,87.0,20.03
Potatoes,165267,56.0,87.0,19.47
Potatoes,165267,56.0,87.0,20.03
Wheat,7313,56.0,87.0,19.47
Wheat,7313,56.0,87.0,20.03
Maize,10526,56.0,87.0,19.24
Maize,10526,56.0,87.0,20.21
Potatoes,187273,56.0,87.0,19.24
Potatoes,187273,56.0,87.0,20.21
Wheat,7294,56.0,87.0,19.24
Wheat,7294,56.0,87.0,20.21
Maize,17500,56.0,255.0,19.3
Maize,17500,56.0,255.0,20.32
Potatoes,174212,56.0,255.0,19.3
Potatoes,174212,56.0,255.0,20.32
Wheat,10090,56.0,255.0,19.3
Wheat,10090,56.0,255.0,20.32
Maize,18000,56.0,1262.38,19.75
Maize,18000,56.0,1262.38,20.24
Potatoes,180000,56.0,1262.38,19.75
Potatoes,180000,56.0,1262.38,20.24
Wheat,8750,56.0,1262.38,19.75
Wheat,8750,56.0,1262.38,20.24
Maize,20000,56.0,2269.75,20.27
Maize,20000,56.0,2269.75,21.08
Potatoes,249910,56.0,2269.75,20.27
Potatoes,249910,56.0,2269.75,21.08
Wheat,7879,56.0,2269.75,20.27
Wheat,7879,56.0,2269.75,21.08
Maize,28900,56.0,3277.13,19.59
Maize,28900,56.0,3277.13,20.37
Potatoes,200000,56.0,3277.13,19.59
Potatoes,200000,56.0,3277.13,20.37
Wheat,8085,56.0,3277.13,19.59
Wheat,8085,56.0,3277.13,20.37
Maize,20000,56.0,4284.5,20.09
Maize,20000,56.0,4284.5,21.1
Potatoes,195000,56.0,4284.5,20.09
Potatoes,195000,56.0,4284.5,21.1
Wheat,7974,56.0,4284.5,20.09
Wheat,7974,56.0,4284.5,21.1
Maize,15000,56.0,5291.88,19.96
Maize,15000,56.0,5291.88,20.73
Potatoes,195000,56.0,5291.88,19.96
Potatoes,195000,56.0,5291.88,20.73
Wheat,7966,56.0,5291.88,19.96
Wheat,7966,56.0,5291.88,20.73
Maize,24000,56.0,7306.63,19.76
Maize,24000,56.0,7306.63,20.46
Potatoes,195000,56.0,7306.63,19.76
Potatoes,195000,56.0,7306.63,20.46
Wheat,7841,56.0,7306.63,19.76
Wheat,7841,56.0,7306.63,20.46
Maize,24000,56.0,8314.0,19.48
Maize,24000,56.0,8314.0,20.28
Potatoes,157629,56.0,8314.0,19.48
Potatoes,157629,56.0,8314.0,20.28
Wheat,7576,56.0,8314.0,19.48
Wheat,7576,56.0,8314.0,20.28
Maize,22246,56.0,4847.0,19.48
Maize,22246,56.0,4847.0,20.64
Potatoes,195440,56.0,4847.0,19.48
Potatoes,195440,56.0,4847.0,20.64
Wheat,7879,56.0,4847.0,19.48
Wheat,7879,56.0,4847.0,20.64
Maize,22246,56.0,3170.0,19.87
Maize,22246,56.0,3170.0,20.68
Potatoes,193333,56.0,3170.0,19.87
Potatoes,193333,56.0,3170.0,20.68
Wheat,7879,56.0,3170.0,19.87
Wheat,7879,56.0,3170.0,20.68
Maize,22129,56.0,3824.0,20.17
Maize,22129,56.0,3824.0,20.61
Potatoes,193333,56.0,3824.0,20.17
Potatoes,193333,56.0,3824.0,20.61
Wheat,7879,56.0,3824.0,20.17
Wheat,7879,56.0,3824.0,20.61
Maize,24790,56.0,6046.0,19.93
Maize,24790,56.0,6046.0,20.54
Potatoes,194380,56.0,6046.0,19.93
Potatoes,194380,56.0,6046.0,20.54
Wheat,7895,56.0,6046.0,19.93
Wheat,7895,56.0,6046.0,20.54
Maize,19333,56.0,3548.0,20.51
Maize,19333,56.0,3548.0,21.17
Potatoes,193849,56.0,3548.0,20.51
Potatoes,193849,56.0,3548.0,21.17
Wheat,7717,56.0,3548.0,20.51
Wheat,7717,56.0,3548.0,21.17
Maize,21419,56.0,3548.0,19.44
Maize,21419,56.0,3548.0,20.29
Potatoes,189247,56.0,3548.0,19.44
Potatoes,189247,56.0,3548.0,20.29
Wheat,7784,56.0,3548.0,19.44
Wheat,7784,56.0,3548.0,20.29
Maize,21613,56.0,3548.0,20.01
Maize,21613,56.0,3548.0,20.81
Potatoes,189474,56.0,3548.0,20.01
Potatoes,189474,56.0,3548.0,20.81
Wheat,7958,56.0,3548.0,20.01
Wheat,7958,56.0,3548.0,20.81
Maize,20000,56.0,3548.0,19.93
Maize,20000,56.0,3548.0,20.78
Potatoes,196667,56.0,3548.0,19.93
Potatoes,196667,56.0,3548.0,20.78
Wheat,7955,56.0,3548.0,19.93
Wheat,7955,56.0,3548.0,20.78
Maize,13710,656.0,1380.0,7.04
Potatoes,94916,656.0,1380.0,7.04
Wheat,29411,656.0,1380.0,7.04
Maize,13833,656.0,936.0,5.79
Potatoes,145414,656.0,936.0,5.79
Wheat,23718,656.0,936.0,5.79
Maize,13956,656.0,713.0,6.3
Potatoes,94112,656.0,713.0,6.3
Wheat,20348,656.0,713.0,6.3
Maize,14079,656.0,737.0,6.68
Potatoes,127992,656.0,737.0,6.68
Wheat,24455,656.0,737.0,6.68
Maize,14201,656.0,979.0,5.09
Potatoes,163152,656.0,979.0,5.09
Wheat,26926,656.0,979.0,5.09
Maize,14708,656.0,928.0,6.29
Potatoes,150974,656.0,928.0,6.29
Wheat,30016,656.0,928.0,6.29
Maize,16062,656.0,812.0,6.27
Potatoes,135771,656.0,812.0,6.27
Wheat,28671,656.0,812.0,6.27
Maize,17416,656.0,695.0,7.31
Potatoes,141049,656.0,695.0,7.31
Wheat,26098,656.0,695.0,7.31
Maize,18464,656.0,688.06,7.69
Potatoes,163916,656.0,688.06,7.69
Wheat,33413,656.0,688.06,7.69
Maize,22277,656.0,726.09,6.75
Potatoes,102868,656.0,726.09,6.75
Wheat,30559,656.0,726.09,6.75
Maize,28621,656.0,792.6,7.26
Potatoes,154365,656.0,792.6,7.26
Wheat,36335,656.0,792.6,7.26
Maize,21429,656.0,1023.6,6.43
Potatoes,128802,656.0,1023.6,6.43
Wheat,40276,656.0,1023.6,6.43
Maize,30625,656.0,1048.5,6.5
Potatoes,120987,656.0,1048.5,6.5
Wheat,37332,656.0,1048.5,6.5
Maize,23500,656.0,1197.0,6.98
Potatoes,79083,656.0,1197.0,6.98
Wheat,23554,656.0,1197.0,6.98
Maize,48148,656.0,2722.82,7.44
Potatoes,109110,656.0,2722.82,7.44
Wheat,39219,656.0,2722.82,7.44
Maize,42105,656.0,2722.55,7.84
Potatoes,148017,656.0,2722.55,7.84
Wheat,42689,656.0,2722.55,7.84
Maize,43273,656.0,2748.8,6.7
Potatoes,142167,656.0,2748.8,6.7
Wheat,42004,656.0,2748.8,6.7
Maize,66901,656.0,1803.77,6.14
Potatoes,130301,656.0,1803.77,6.14
Wheat,33045,656.0,1803.77,6.14
Maize,74896,656.0,2062.34,7.32
Potatoes,155889,656.0,2062.34,7.32
Wheat,33919,656.0,2062.34,7.32
Maize,61085,656.0,2559.9,6.31
Potatoes,170776,656.0,2559.9,6.31
Wheat,47829,656.0,2559.9,6.31
Maize,73953,656.0,2515.69,7.42
Potatoes,148606,656.0,2515.69,7.42
Wheat,43022,656.0,2515.69,7.42
Cassava,66512,1513.0,128.41,19.62
Maize,9848,1513.0,128.41,19.62
Potatoes,69744,1513.0,128.41,19.62
"Rice, paddy",20773,1513.0,128.41,19.62
Sorghum,5969,1513.0,128.41,19.62
Soybeans,10417,1513.0,128.41,19.62
Sweet potatoes,53407,1513.0,128.41,19.62
Wheat,20000,1513.0,128.41,19.62
Cassava,66523,1513.0,131.0,19.79
Maize,9667,1513.0,131.0,19.79
Potatoes,55983,1513.0,131.0,19.79
"Rice, paddy",20546,1513.0,131.0,19.79
Sorghum,7020,1513.0,131.0,19.79
Soybeans,6349,1513.0,131.0,19.79
Sweet potatoes,50308,1513.0,131.0,19.79
Wheat,22500,1513.0,131.0,19.79
Cassava,67059,1513.0,101.06,19.76
Maize,8125,1513.0,101.06,19.76
Potatoes,56560,1513.0,101.06,19.76
"Rice, paddy",20869,1513.0,101.06,19.76
Sorghum,6982,1513.0,101.06,19.76
Soybeans,6320,1513.0,101.06,19.76
Sweet potatoes,53107,1513.0,101.06,19.76
Wheat,25000,1513.0,101.06,19.76
Cassava,67718,1513.0,109.41,19.95
Maize,8972,1513.0,109.41,19.95
Potatoes,56429,1513.0,109.41,19.95
"Rice, paddy",20782,1513.0,109.41,19.95
Sorghum,6945,1513.0,109.41,19.95
Soybeans,6292,1513.0,109.41,19.95
Sweet potatoes,51059,1513.0,109.41,19.95
Wheat,26667,1513.0,109.41,19.95
Cassava,67429,1513.0,76.15,19.96
Maize,9451,1513.0,76.15,19.96
Potatoes,58442,1513.0,76.15,19.96
"Rice, paddy",20694,1513.0,76.15,19.96
Sorghum,6907,1513.0,76.15,19.96
Soybeans,6264,1513.0,76.15,19.96
Sweet potatoes,53846,1513.0,76.15,19.96
Wheat,20000,1513.0,76.15,19.96
Cassava,68867,1513.0,73.08,19.96
Maize,9628,1513.0,73.08,19.96
Potatoes,56853,1513.0,73.08,19.96
"Rice, paddy",21304,1513.0,73.08,19.96
Sorghum,6870,1513.0,73.08,19.96
Soybeans,6236,1513.0,73.08,19.96
Sweet potatoes,59055,1513.0,73.08,19.96
Wheat,20000,1513.0,73.08,19.96
Cassava,67441,1513.0,152.01,19.71
Maize,9299,1513.0,152.01,19.71
Potatoes,57166,1513.0,152.01,19.71
"Rice, paddy",21930,1513.0,152.01,19.71
Sorghum,6832,1513.0,152.01,19.71
Soybeans,6208,1513.0,152.01,19.71
Sweet potatoes,58140,1513.0,152.01,19.71
Wheat,20000,1513.0,152.01,19.71
Cassava,67542,1513.0,139.89,19.97
Maize,9368,1513.0,139.89,19.97
Potatoes,57377,1513.0,139.89,19.97
"Rice, paddy",21737,1513.0,139.89,19.97
Sorghum,6795,1513.0,139.89,19.97
Soybeans,6180,1513.0,139.89,19.97
Sweet potatoes,56044,1513.0,139.89,19.97
Wheat,25000,1513.0,139.89,19.97
Cassava,67000,1513.0,88.26,20.11
Maize,8306,1513.0,88.26,20.11
Potatoes,57377,1513.0,88.26,20.11
"Rice, paddy",20341,1513.0,88.26,20.11
Sorghum,6757,1513.0,88.26,20.11
Soybeans,6152,1513.0,88.26,20.11
Sweet potatoes,54255,1513.0,88.26,20.11
Wheat,25000,1513.0,88.26,20.11
Cassava,69994,1513.0,49.52,19.82
Maize,9162,1513.0,49.52,19.82
Potatoes,59388,1513.0,49.52,19.82
"Rice, paddy",21284,1513.0,49.52,19.82
Sorghum,6720,1513.0,49.52,19.82
Soybeans,6124,1513.0,49.52,19.82
Sweet potatoes,56522,1513.0,49.52,19.82
Wheat,23480,1513.0,49.52,19.82
Cassava,70036,1513.0,130.46,19.65
Maize,8838,1513.0,130.46,19.65
Potatoes,58269,1513.0,130.46,19.65
"Rice, paddy",20512,1513.0,130.46,19.65
Sorghum,6683,1513.0,130.46,19.65
Soybeans,6096,1513.0,130.46,19.65
Sweet potatoes,56319,1513.0,130.46,19.65
Wheat,23442,1513.0,130.46,19.65
Cassava,71320,1513.0,87.59,20.12
Maize,9290,1513.0,87.59,20.12
Potatoes,59661,1513.0,87.59,20.12
"Rice, paddy",21956,1513.0,87.59,20.12
Sorghum,6645,1513.0,87.59,20.12
Soybeans,6068,1513.0,87.59,20.12
Sweet potatoes,57555,1513.0,87.59,20.12
Wheat,23810,1513.0,87.59,20.12
Cassava,67157,1513.0,240.84,20.14
Maize,8845,1513.0,240.84,20.14
Potatoes,59621,1513.0,240.84,20.14
"Rice, paddy",21414,1513.0,240.84,20.14
Sorghum,6608,1513.0,240.84,20.14
Soybeans,6040,1513.0,240.84,20.14
Sweet potatoes,52178,1513.0,240.84,20.14
Wheat,23462,1513.0,240.84,20.14
Cassava,55178,1513.0,68.01,19.87
Maize,17779,1513.0,68.01,19.87
Potatoes,56139,1513.0,68.01,19.87
"Rice, paddy",24475,1513.0,68.01,19.87
Sorghum,6469,1513.0,68.01,19.87
Soybeans,5990,1513.0,68.01,19.87
Sweet potatoes,51282,1513.0,68.01,19.87
Wheat,23454,1513.0,68.01,19.87
Cassava,76239,1513.0,114.51,20.05
Maize,15464,1513.0,114.51,20.05
Potatoes,58561,1513.0,114.51,20.05
"Rice, paddy",27140,1513.0,114.51,20.05
Sorghum,6367,1513.0,114.51,20.05
Soybeans,5968,1513.0,114.51,20.05
Sweet potatoes,70897,1513.0,114.51,20.05
Wheat,23440,1513.0,114.51,20.05
Cassava,76035,1513.0,109.39,20.09
Maize,15891,1513.0,109.39,20.09
Potatoes,58565,1513.0,109.39,20.09
"Rice, paddy",27667,1513.0,109.39,20.09
Sorghum,6266,1513.0,109.39,20.09
Soybeans,5946,1513.0,109.39,20.09
Sweet potatoes,72428,1513.0,109.39,20.09
Wheat,23256,1513.0,109.39,20.09
Cassava,75811,1513.0,93.88,20.02
Maize,16191,1513.0,93.88,20.02
Potatoes,59881,1513.0,93.88,20.02
"Rice, paddy",28268,1513.0,93.88,20.02
Sorghum,6164,1513.0,93.88,20.02
Soybeans,5924,1513.0,93.88,20.02
Sweet potatoes,72814,1513.0,93.88,20.02
Wheat,24444,1513.0,93.88,20.02
Cassava,76713,1513.0,112.11,19.79
Maize,16569,1513.0,112.11,19.79
Potatoes,59912,1513.0,112.11,19.79
"Rice, paddy",30495,1513.0,112.11,19.79
Sorghum,6063,1513.0,112.11,19.79
Soybeans,5902,1513.0,112.11,19.79
Sweet potatoes,71262,1513.0,112.11,19.79
Wheat,23810,1513.0,112.11,19.79
Cassava,75058,1513.0,143.9,20.13
Maize,16225,1513.0,143.9,20.13
Potatoes,59915,1513.0,143.9,20.13
"Rice, paddy",35056,1513.0,143.9,20.13
Sorghum,5961,1513.0,143.9,20.13
Soybeans,5880,1513.0,143.9,20.13
Sweet potatoes,71721,1513.0,143.9,20.13
Wheat,23859,1513.0,143.9,20.13
Cassava,74144,1513.0,241.89,20.31
Maize,15577,1513.0,241.89,20.31
Potatoes,58940,1513.0,241.89,20.31
"Rice, paddy",36249,1513.0,241.89,20.31
Sorghum,5972,1513.0,241.89,20.31
Soybeans,5960,1513.0,241.89,20.31
Sweet potatoes,72205,1513.0,241.89,20.31
Wheat,23982,1513.0,241.89,20.31
Cassava,73945,1513.0,310.36,20.33
Maize,15490,1513.0,310.36,20.33
Potatoes,58963,1513.0,310.36,20.33
"Rice, paddy",37806,1513.0,310.36,20.33
Sorghum,5886,1513.0,310.36,20.33
Soybeans,5962,1513.0,310.36,20.33
Sweet potatoes,74011,1513.0,310.36,20.33
Wheat,23968,1513.0,310.36,20.33
Cassava,76214,1513.0,377.71,19.78
Maize,16290,1513.0,377.71,19.78
Potatoes,59267,1513.0,377.71,19.78
"Rice, paddy",37661,1513.0,377.71,19.78
Sorghum,5870,1513.0,377.71,19.78
Soybeans,6000,1513.0,377.71,19.78
Sweet potatoes,75760,1513.0,377.71,19.78
Wheat,24045,1513.0,377.71,19.78
Cassava,77707,1513.0,507.94,19.34
Maize,16288,1513.0,507.94,19.34
Potatoes,59375,1513.0,507.94,19.34
"Rice, paddy",39449,1513.0,507.94,19.34
Sorghum,5652,1513.0,507.94,19.34
Soybeans,5867,1513.0,507.94,19.34
Sweet potatoes,77058,1513.0,507.94,19.34
Wheat,24122,1513.0,507.94,19.34
Cassava,23536,1181.0,173.19,20.86
Maize,9993,1181.0,173.19,20.86
Plantains and others,40179,1181.0,173.19,20.86
Potatoes,102044,1181.0,173.19,20.86
"Rice, paddy",14903,1181.0,173.19,20.86
Sorghum,5015,1181.0,173.19,20.86
Wheat,7735,1181.0,173.19,20.86
Cassava,23432,1181.0,173.19,20.4
Maize,11419,1181.0,173.19,20.4
Plantains and others,40000,1181.0,173.19,20.4
Potatoes,66730,1181.0,173.19,20.4
"Rice, paddy",19237,1181.0,173.19,20.4
Sorghum,5979,1181.0,173.19,20.4
Wheat,5870,1181.0,173.19,20.4
Cassava,20140,1181.0,173.19,20.89
Maize,4802,1181.0,173.19,20.89
Plantains and others,39362,1181.0,173.19,20.89
Potatoes,135970,1181.0,173.19,20.89
"Rice, paddy",13046,1181.0,173.19,20.89
Sorghum,1430,1181.0,173.19,20.89
Wheat,4239,1181.0,173.19,20.89
Cassava,28781,1181.0,173.19,20.43
Maize,15327,1181.0,173.19,20.43
Plantains and others,38789,1181.0,173.19,20.43
Potatoes,90947,1181.0,173.19,20.43
"Rice, paddy",16834,1181.0,173.19,20.43
Sorghum,4921,1181.0,173.19,20.43
Wheat,6306,1181.0,173.19,20.43
Cassava,34660,1181.0,173.19,20.59
Maize,9209,1181.0,173.19,20.59
Plantains and others,38004,1181.0,173.19,20.59
Potatoes,85376,1181.0,173.19,20.59
"Rice, paddy",15195,1181.0,173.19,20.59
Sorghum,3059,1181.0,173.19,20.59
Wheat,2244,1181.0,173.19,20.59
Cassava,34669,1181.0,173.19,20.86
Maize,13517,1181.0,173.19,20.86
Plantains and others,38004,1181.0,173.19,20.86
Potatoes,58002,1181.0,173.19,20.86
"Rice, paddy",15635,1181.0,173.19,20.86
Sorghum,7261,1181.0,173.19,20.86
Wheat,6865,1181.0,173.19,20.86
Cassava,45875,1181.0,173.19,20.47
Maize,14433,1181.0,173.19,20.47
Plantains and others,38480,1181.0,173.19,20.47
Potatoes,90293,1181.0,173.19,20.47
"Rice, paddy",17619,1181.0,173.19,20.47
Sorghum,7196,1181.0,173.19,20.47
Wheat,8619,1181.0,173.19,20.47
Cassava,57249,1181.0,173.19,20.62
Maize,10959,1181.0,173.19,20.62
Plantains and others,38907,1181.0,173.19,20.62
Potatoes,95765,1181.0,173.19,20.62
"Rice, paddy",16273,1181.0,173.19,20.62
Sorghum,4712,1181.0,173.19,20.62
Wheat,5896,1181.0,173.19,20.62
Cassava,54939,1181.0,131.59,20.92
Maize,13711,1181.0,131.59,20.92
Plantains and others,42756,1181.0,131.59,20.92
Potatoes,104774,1181.0,131.59,20.92
"Rice, paddy",16409,1181.0,131.59,20.92
Sorghum,6105,1181.0,131.59,20.92
Wheat,7418,1181.0,131.59,20.92
Cassava,54563,1181.0,123.64,20.26
Maize,18109,1181.0,123.64,20.26
Plantains and others,48810,1181.0,123.64,20.26
Potatoes,112207,1181.0,123.64,20.26
"Rice, paddy",20279,1181.0,123.64,20.26
Sorghum,6980,1181.0,123.64,20.26
Wheat,7877,1181.0,123.64,20.26
Cassava,154605,1181.0,220.22,20.22
Maize,17428,1181.0,220.22,20.22
Plantains and others,57895,1181.0,220.22,20.22
Potatoes,114561,1181.0,220.22,20.22
"Rice, paddy",16451,1181.0,220.22,20.22
Sorghum,6687,1181.0,220.22,20.22
Wheat,7968,1181.0,220.22,20.22
Cassava,169416,1181.0,177.24,20.59
Maize,11845,1181.0,177.24,20.59
Plantains and others,65714,1181.0,177.24,20.59
Potatoes,135370,1181.0,177.24,20.59
"Rice, paddy",18576,1181.0,177.24,20.59
Sorghum,6804,1181.0,177.24,20.59
Wheat,8989,1181.0,177.24,20.59
Cassava,149635,1181.0,134.25,20.76
Maize,10460,1181.0,134.25,20.76
Plantains and others,75000,1181.0,134.25,20.76
Potatoes,126773,1181.0,134.25,20.76
"Rice, paddy",16425,1181.0,134.25,20.76
Sorghum,7197,1181.0,134.25,20.76
Wheat,5588,1181.0,134.25,20.76
Cassava,161644,1181.0,48.28,20.44
Maize,10460,1181.0,48.28,20.44
Plantains and others,100000,1181.0,48.28,20.44
Potatoes,120873,1181.0,48.28,20.44
"Rice, paddy",11681,1181.0,48.28,20.44
Sorghum,6446,1181.0,48.28,20.44
Soybeans,6447,1181.0,48.28,20.44
Wheat,7537,1181.0,48.28,20.44
Cassava,142995,1181.0,295.51,21.37
Maize,8093,1181.0,295.51,21.37
Plantains and others,96875,1181.0,295.51,21.37
Potatoes,90371,1181.0,295.51,21.37
"Rice, paddy",8424,1181.0,295.51,21.37
Sorghum,2656,1181.0,295.51,21.37
Soybeans,5797,1181.0,295.51,21.37
Wheat,8707,1181.0,295.51,21.37
Cassava,173116,1181.0,202.35,20.63
Maize,14814,1181.0,202.35,20.63
Plantains and others,94118,1181.0,202.35,20.63
Potatoes,133445,1181.0,202.35,20.63
"Rice, paddy",17576,1181.0,202.35,20.63
Sorghum,7688,1181.0,202.35,20.63
Soybeans,7639,1181.0,202.35,20.63
Wheat,12071,1181.0,202.35,20.63
Cassava,187722,1181.0,524.46,20.67
Maize,26547,1181.0,524.46,20.67
Plantains and others,94286,1181.0,524.46,20.67
Potatoes,151922,1181.0,524.46,20.67
"Rice, paddy",19481,1181.0,524.46,20.67
Sorghum,8593,1181.0,524.46,20.67
Soybeans,8972,1181.0,524.46,20.67
Wheat,22968,1181.0,524.46,20.67
Cassava,190760,1181.0,624.52,20.42
Maize,16498,1181.0,624.52,20.42
Plantains and others,95374,1181.0,624.52,20.42
Potatoes,146009,1181.0,624.52,20.42
"Rice, paddy",18200,1181.0,624.52,20.42
Sorghum,8314,1181.0,624.52,20.42
Soybeans,8722,1181.0,624.52,20.42
Wheat,16133,1181.0,624.52,20.42
Cassava,202912,1181.0,736.25,20.68
Maize,22265,1181.0,736.25,20.68
Plantains and others,96524,1181.0,736.25,20.68
Potatoes,161923,1181.0,736.25,20.68
"Rice, paddy",21259,1181.0,736.25,20.68
Sorghum,7968,1181.0,736.25,20.68
Soybeans,9804,1181.0,736.25,20.68
Wheat,15006,1181.0,736.25,20.68
Cassava,204311,1181.0,584.12,21.34
Maize,20158,1181.0,584.12,21.34
Plantains and others,97581,1181.0,584.12,21.34
Potatoes,160600,1181.0,584.12,21.34
"Rice, paddy",18631,1181.0,584.12,21.34
Sorghum,6094,1181.0,584.12,21.34
Soybeans,9757,1181.0,584.12,21.34
Wheat,15123,1181.0,584.12,21.34
Cassava,215408,1181.0,553.57,20.92
Maize,22079,1181.0,553.57,20.92
Plantains and others,98694,1181.0,553.57,20.92
Potatoes,159930,1181.0,553.57,20.92
"Rice, paddy",19125,1181.0,553.57,20.92
Sorghum,8184,1181.0,553.57,20.92
Soybeans,9977,1181.0,553.57,20.92
Wheat,15214,1181.0,553.57,20.92
Cassava,223883,1181.0,775.83,20.42
Maize,21932,1181.0,775.83,20.42
Plantains and others,100000,1181.0,775.83,20.42
Potatoes,172009,1181.0,775.83,20.42
"Rice, paddy",18453,1181.0,775.83,20.42
Sorghum,8335,1181.0,775.83,20.42
Soybeans,10433,1181.0,775.83,20.42
Wheat,15104,1181.0,775.83,20.42
Cassava,228041,1181.0,1500.27,19.68
Maize,21708,1181.0,1500.27,19.68
Plantains and others,100966,1181.0,1500.27,19.68
Potatoes,175414,1181.0,1500.27,19.68
"Rice, paddy",19174,1181.0,1500.27,19.68
Sorghum,9647,1181.0,1500.27,19.68
Soybeans,9791,1181.0,1500.27,19.68
Wheat,14058,1181.0,1500.27,19.68
Cassava,97297,2875.0,39406.48,27.21
Maize,17500,2875.0,39406.48,27.21
"Rice, paddy",27694,2875.0,39406.48,27.21
Soybeans,3333,2875.0,39406.48,27.21
Sweet potatoes,110000,2875.0,39406.48,27.21
Cassava,103125,2875.0,39406.48,27.04
Maize,17500,2875.0,39406.48,27.04
"Rice, paddy",28178,2875.0,39406.48,27.04
Sweet potatoes,110000,2875.0,39406.48,27.04
Cassava,103333,2875.0,39406.48,27.05
Maize,17143,2875.0,39406.48,27.05
"Rice, paddy",29918,2875.0,39406.48,27.05
Sweet potatoes,110000,2875.0,39406.48,27.05
Cassava,111111,2875.0,39406.48,26.99
Maize,19000,2875.0,39406.48,26.99
"Rice, paddy",30348,2875.0,39406.48,26.99
Sweet potatoes,110000,2875.0,39406.48,26.99
Cassava,112000,2875.0,39406.48,27.0
Maize,20000,2875.0,39406.48,27.0
"Rice, paddy",30614,2875.0,39406.48,27.0
Sweet potatoes,110000,2875.0,39406.48,27.0
Cassava,115000,2875.0,39406.48,27.05
Maize,18696,2875.0,39406.48,27.05
"Rice, paddy",31619,2875.0,39406.48,27.05
Sweet potatoes,110000,2875.0,39406.48,27.05
Cassava,114286,2875.0,39406.48,27.04
Maize,18000,2875.0,39406.48,27.04
"Rice, paddy",32510,2875.0,39406.48,27.04
Sweet potatoes,109375,2875.0,39406.48,27.04
Cassava,123333,2875.0,39406.48,27.29
Maize,18462,2875.0,39406.48,27.29
"Rice, paddy",30676,2875.0,39406.48,27.29
Sweet potatoes,111111,2875.0,39406.48,27.29
Cassava,141667,2875.0,39406.48,27.89
Maize,18519,2875.0,39406.48,27.89
"Rice, paddy",28829,2875.0,39406.48,27.89
